Group,shap,region
AD,-0.00033104270070897406,hippocampus
AD,-0.01416825282212713,hippocampus
AD,0.02067983068048134,hippocampus
AD,0.03758622381050969,hippocampus
AD,-0.005894880305810155,hippocampus
AD,0.029625206347386454,hippocampus
AD,0.00491880243340012,hippocampus
AD,-0.0032845962962244277,hippocampus
AD,0.0062605853082495656,hippocampus
AD,0.017676395617603313,hippocampus
AD,0.01758838962179001,hippocampus
AD,0.004784701661983909,hippocampus
AD,0.020930426659680396,hippocampus
AD,0.035312997179107825,hippocampus
AD,0.002576784813972788,hippocampus
AD,0.0073333603466240035,hippocampus
AD,0.006800853649020737,hippocampus
AD,0.002639353017999102,hippocampus
AD,0.007144226417176477,hippocampus
AD,0.010066306167259202,hippocampus
AD,0.009315334287084611,hippocampus
AD,-0.013551553387732607,hippocampus
AD,-0.008343503443018442,hippocampus
AD,0.011982260168411227,hippocampus
AD,0.014693336644685695,hippocampus
AD,0.010877923968678958,hippocampus
AD,0.024013873034193868,hippocampus
AD,0.006992872817748907,hippocampus
AD,0.00328866444722699,hippocampus
AD,0.02680180398038476,hippocampus
AD,0.017023373892740567,hippocampus
AD,0.01650153694652285,hippocampus
AD,0.004905467397993152,hippocampus
AD,-0.001124395712766079,hippocampus
AD,0.003712054191116088,hippocampus
AD,0.010527589218664238,hippocampus
AD,0.004108371384069727,hippocampus
AD,-0.0007018264347458214,hippocampus
AD,0.025430660445221194,hippocampus
AD,-0.005361602353525284,hippocampus
AD,0.012653308195060485,hippocampus
AD,-0.00031629952062983354,hippocampus
AD,0.010347853186314817,hippocampus
AD,-0.0025168784665072427,hippocampus
AD,0.020975004998901658,hippocampus
AD,-2.6755823925258583e-05,hippocampus
AD,0.06132921445746306,hippocampus
AD,-0.0049909459461191215,hippocampus
AD,0.004460330571658407,hippocampus
AD,0.004081708618866415,hippocampus
AD,0.004259606494941269,hippocampus
AD,0.002420208318001164,hippocampus
AD,-0.007539653803799769,hippocampus
AD,0.018080725876494144,hippocampus
AD,0.017980666783738747,hippocampus
AD,0.017007173579886153,hippocampus
AD,0.005598119600385091,hippocampus
AD,-0.002202848839587568,hippocampus
AD,-0.0011830458410585676,hippocampus
AD,0.004903169244580405,hippocampus
AD,0.002470345094648622,hippocampus
AD,0.018789754279646527,hippocampus
AD,0.003553637604213633,hippocampus
AD,-0.012803796918230808,hippocampus
AD,0.008682512188967786,hippocampus
AD,0.014228810673082348,hippocampus
AD,0.02829529088548359,hippocampus
AD,0.007156372232830604,hippocampus
AD,0.00577051818208855,hippocampus
AD,0.009284027804663584,hippocampus
AD,0.003498990266106319,hippocampus
AD,0.028192109320107423,hippocampus
AD,0.008121477646351365,hippocampus
AD,0.006676783033255154,hippocampus
AD,0.010779707833458975,hippocampus
AD,0.005672827307026982,hippocampus
AD,0.0034802375260103405,hippocampus
AD,-0.009506650410686681,hippocampus
AD,0.011023828666586808,hippocampus
AD,0.007756962358473703,hippocampus
AD,0.02257035367870232,hippocampus
AD,0.006953479784372829,hippocampus
AD,-0.0023347271867541508,hippocampus
AD,-0.0008208499185128637,hippocampus
AD,0.02891319822822353,hippocampus
AD,0.016720549854581206,hippocampus
AD,-0.00776158336853801,hippocampus
AD,0.033602227523890256,hippocampus
AD,0.006999213168026123,hippocampus
AD,-0.007276761276947221,hippocampus
AD,-0.0077338840356528365,hippocampus
AD,0.014208322663890863,hippocampus
AD,0.004157820425902734,hippocampus
AD,0.0024023739845004085,hippocampus
AD,0.03472088356586425,hippocampus
AD,0.03262661613791672,hippocampus
AD,0.009031663369068616,hippocampus
AD,-0.009663399911908684,hippocampus
AD,-0.011276052039631728,hippocampus
AD,0.023895637398155735,hippocampus
AD,0.023225049918085276,hippocampus
AD,0.013763285866298183,hippocampus
AD,-0.010519117092402174,hippocampus
AD,-0.002025830318207357,hippocampus
AD,-7.541536807725055e-05,hippocampus
AD,0.03645260035231609,hippocampus
AD,0.0014262214241361675,hippocampus
AD,0.018313664536384118,hippocampus
AD,0.005712030790745662,hippocampus
AD,0.009155504272964108,hippocampus
AD,-0.020947307632921137,hippocampus
AD,-0.01590033247828335,hippocampus
AD,0.014102826756392328,hippocampus
AD,0.005077143162577383,hippocampus
AD,-0.00046950316059967377,hippocampus
AD,-0.007669106343744566,hippocampus
AD,0.02110931697213993,hippocampus
AD,0.014810566557901052,hippocampus
AD,0.064584840137026,hippocampus
AD,0.02325214263017595,hippocampus
AD,0.04091841272765426,hippocampus
AD,0.007683600890035729,hippocampus
AD,-0.003095709242772859,hippocampus
AD,0.0402137749752737,hippocampus
AD,0.05544375726856401,hippocampus
AD,0.03266189485270181,hippocampus
AD,0.03821474270586122,hippocampus
AD,0.01618318033981385,hippocampus
AD,0.04889317320691727,hippocampus
AD,-0.004584213207967642,hippocampus
AD,0.038239997714018925,hippocampus
AD,0.03187753651710458,hippocampus
AD,0.014360339952871585,hippocampus
AD,0.019150488674653104,hippocampus
AD,0.006657102563330407,hippocampus
AD,0.015040303601965531,hippocampus
AD,-0.012849341146539886,hippocampus
AD,0.0007974754457337327,hippocampus
AD,0.019300022481161277,hippocampus
AD,0.018553555826334313,hippocampus
AD,0.010652267395881728,hippocampus
AD,-0.020281614686283082,hippocampus
AD,-0.0283651598732346,hippocampus
AD,0.011027080371926791,hippocampus
AD,0.031963477897772784,hippocampus
AD,-0.0041421236236263165,hippocampus
AD,0.06011921013899026,hippocampus
AD,-0.0043984201855187316,hippocampus
AD,0.014058147852210079,hippocampus
AD,0.07698834930951272,hippocampus
AD,-0.003525519393671167,hippocampus
AD,-0.0023698134169855478,hippocampus
AD,0.050372911333159506,hippocampus
AD,0.01745453712163174,hippocampus
AD,0.02429964939412999,hippocampus
AD,0.029037893097549096,hippocampus
AD,6.675500194390721e-05,hippocampus
AD,0.016213919694312483,hippocampus
AD,0.03510404075296148,hippocampus
AD,0.028832872895959885,hippocampus
AD,0.02360782733932313,hippocampus
AD,-0.01535294823471069,hippocampus
AD,0.03243034824549561,hippocampus
AD,0.033943621232374474,hippocampus
AD,0.01487217234371169,hippocampus
AD,-0.0077493841116689915,hippocampus
AD,-0.006687420040390473,hippocampus
AD,-0.007841258750077462,hippocampus
AD,0.0007701083705329245,hippocampus
AD,-0.006871480563522732,hippocampus
AD,0.013556077977551257,hippocampus
AD,-0.0010482630731271842,hippocampus
AD,0.014574288732096468,hippocampus
AD,0.02973656498305219,hippocampus
AD,-0.0019001822931216626,hippocampus
AD,-0.020632742757595957,hippocampus
AD,0.028672247215199863,hippocampus
AD,0.004803163436337708,hippocampus
AD,-0.008712203447414898,hippocampus
AD,-0.005937898540763847,hippocampus
AD,-0.009887055598029085,hippocampus
AD,0.040973807948685714,hippocampus
AD,-0.004588952805072194,hippocampus
AD,0.02768308831077885,hippocampus
AD,-5.368036428606178e-05,hippocampus
AD,0.04844833642568007,hippocampus
AD,0.0025464696508771846,hippocampus
AD,0.046484113225689766,hippocampus
AD,-0.004176913148258515,hippocampus
AD,-0.019765077660986764,hippocampus
AD,-0.01944921671629617,hippocampus
AD,-0.01152694320413241,hippocampus
AD,0.02164454196139274,hippocampus
AD,0.02890216953437617,hippocampus
AD,0.033319855339893074,hippocampus
AD,-0.005970303040736709,hippocampus
AD,0.0032993124569232176,hippocampus
AD,0.03233172181555136,hippocampus
AD,-0.00011980915073238189,hippocampus
AD,-0.010232116872895302,hippocampus
AD,0.05889568072785324,hippocampus
AD,0.025857736405496275,hippocampus
AD,0.006506348501329932,hippocampus
AD,0.027096896884485286,hippocampus
AD,0.02306393484969768,hippocampus
AD,0.029347090745925893,hippocampus
AD,0.012789579770536103,hippocampus
AD,0.011806326014883645,hippocampus
AD,0.026638535133472828,hippocampus
AD,-0.00011167015412783064,hippocampus
AD,0.03395963096539438,hippocampus
AD,-0.01666452821308023,hippocampus
AD,0.014258899638272478,hippocampus
AD,0.019997071856465227,hippocampus
AD,0.021940395448406157,hippocampus
AD,0.009745656041976265,hippocampus
AD,0.011456879530147505,hippocampus
AD,0.022694822696126722,hippocampus
AD,0.024041695165362635,hippocampus
AD,-0.003950692864119457,hippocampus
AD,0.008016110271942194,hippocampus
AD,0.01150400911033293,hippocampus
AD,0.0270473889585233,hippocampus
AD,0.0001769059393279225,hippocampus
AD,0.011381094125742109,hippocampus
AD,0.029565876678655817,hippocampus
AD,0.006955704960571109,hippocampus
AD,-0.0018991282745094967,hippocampus
AD,0.060937367028789935,hippocampus
AD,0.009966260254979506,hippocampus
AD,0.05612276138210373,hippocampus
AD,-0.021314266945219762,hippocampus
AD,0.012231352553188631,hippocampus
AD,-0.005562733836119056,hippocampus
AD,0.0022410368627883478,hippocampus
AD,0.019982062775581233,hippocampus
AD,-0.005176441800965808,hippocampus
AD,0.006939762541352363,hippocampus
AD,0.02701111692746385,hippocampus
AD,-0.005042087031341646,hippocampus
AD,-0.01597995234109483,hippocampus
AD,-0.010933867617005974,hippocampus
AD,-0.0004958568175845958,hippocampus
AD,0.023562460168887526,hippocampus
AD,0.025976258967097023,hippocampus
AD,0.01408775494133868,hippocampus
AD,-0.002623638852924783,hippocampus
AD,0.04686737452447476,hippocampus
AD,-0.012347993240040153,hippocampus
AD,0.0034532795639867224,hippocampus
AD,0.028564433879388854,hippocampus
AD,-0.018648969540739465,hippocampus
AD,0.005279437340349094,hippocampus
AD,0.014177781475982133,hippocampus
AD,-0.005518817659265388,hippocampus
AD,0.06062467998880981,hippocampus
AD,0.05836656095395944,hippocampus
AD,0.038124110414722016,hippocampus
AD,-0.006280420085380141,hippocampus
AD,0.03316853723692989,hippocampus
AD,0.02263988745185135,hippocampus
AD,0.03516949286379572,hippocampus
AD,0.016992326360025074,hippocampus
AD,0.04775488381195845,hippocampus
AD,0.049338332498493634,hippocampus
AD,-0.000410018892896981,hippocampus
AD,0.006996025161138813,hippocampus
AD,0.022797057518393324,hippocampus
AD,-0.0003678005541009194,hippocampus
AD,0.01461806950921913,hippocampus
AD,0.01159518396355574,hippocampus
AD,0.0184945839046314,hippocampus
AD,0.03427958567003751,hippocampus
AD,-0.01341490649578449,hippocampus
AD,0.02494891359611338,hippocampus
AD,0.020973595152519127,hippocampus
AD,0.04690860153932348,hippocampus
AD,0.010071294414556849,hippocampus
AD,0.0023656815995919313,hippocampus
AD,-0.025539797267179802,hippocampus
AD,0.07626187305581256,hippocampus
AD,0.05686980450710991,hippocampus
AD,-0.015016914230611295,hippocampus
AD,-0.01033895631801955,hippocampus
AD,0.05016001878631615,hippocampus
AD,0.057754699390054245,hippocampus
AD,-0.02820790742675277,hippocampus
AD,0.021431002417779146,hippocampus
AD,-0.035435606309738646,hippocampus
AD,0.007536304606219821,hippocampus
AD,0.04211707921401938,hippocampus
AD,0.017300829792225816,hippocampus
AD,-0.03544623586180247,hippocampus
AD,0.01795719969459134,hippocampus
AD,0.017061111547070934,hippocampus
AD,0.004484575412768606,hippocampus
AD,0.008838333181913832,hippocampus
AD,-0.00927764355199931,hippocampus
AD,-0.0076859504362925745,hippocampus
AD,0.008100418908857859,hippocampus
AD,-0.0018082790244986898,hippocampus
AD,0.002475235993431364,hippocampus
AD,-0.03608330540020948,hippocampus
AD,0.008736669515235235,hippocampus
AD,0.001276631854529461,hippocampus
AD,-0.00672834309043596,hippocampus
AD,0.01661472186867613,hippocampus
AD,0.012495646197895905,hippocampus
AD,0.006992012603494322,hippocampus
AD,-0.006898731216238722,hippocampus
AD,0.00401055846746144,hippocampus
AD,0.011980357462709645,hippocampus
AD,0.0190980724403117,hippocampus
AD,-0.04372410076196191,hippocampus
AD,-0.026033983210101017,hippocampus
AD,-0.029511206468987514,hippocampus
AD,-0.021198977536587452,hippocampus
AD,-0.01211183482241452,hippocampus
AD,0.019977703990346353,hippocampus
AD,0.018864836081572994,hippocampus
AD,0.006921068424127799,hippocampus
AD,0.022721004287759163,hippocampus
AD,0.027578309578502134,hippocampus
AD,0.0399758804946492,hippocampus
AD,-0.051877225655441714,hippocampus
AD,0.03934382204355161,hippocampus
AD,0.03281789684714994,hippocampus
AD,0.024157640032766714,hippocampus
AD,0.05825734348074093,hippocampus
AD,0.03659492108682787,hippocampus
AD,0.0015994244441654183,hippocampus
AD,0.003960665840736853,hippocampus
AD,0.07859792729916672,hippocampus
AD,0.03110745127316741,hippocampus
AD,0.003516188450080961,hippocampus
AD,-0.019945578942499764,hippocampus
AD,0.04298685221365486,hippocampus
AD,0.020679523877029773,hippocampus
AD,0.03377339531943066,hippocampus
AD,0.01874896474889474,hippocampus
AD,0.018729765948099292,hippocampus
AD,-0.004057405130259841,hippocampus
AD,0.0008602881153810622,hippocampus
AD,0.003123173132793646,hippocampus
AD,0.011028862480007975,hippocampus
AD,-0.016531276609628883,hippocampus
AD,-0.02638451987268411,hippocampus
AD,0.0019921772290734273,hippocampus
AD,0.03474997907584228,hippocampus
AD,0.03975934073909794,hippocampus
AD,0.015937807699772943,hippocampus
AD,0.05050419372461233,hippocampus
AD,0.03695253751408544,hippocampus
AD,0.021446776513149045,hippocampus
AD,-0.015001299039596343,hippocampus
AD,-0.006632410859697376,hippocampus
AD,0.06070021373749572,hippocampus
AD,-0.02164584210542943,hippocampus
AD,-0.0044064801456860005,hippocampus
AD,0.015095842343121522,hippocampus
AD,0.0011363742686919852,hippocampus
AD,0.022140769890124118,hippocampus
AD,-0.033890174956839346,hippocampus
AD,-0.01199782444500531,hippocampus
AD,-0.0023249229934821647,hippocampus
AD,0.015252031993938129,hippocampus
AD,0.05656068772353468,hippocampus
AD,0.0826369651002308,hippocampus
AD,0.06855826049020952,hippocampus
AD,0.04327582535325972,hippocampus
AD,-0.007017641845744796,hippocampus
AD,0.044493368561946335,hippocampus
AD,0.018663869360998987,hippocampus
AD,0.010234827155306277,hippocampus
AD,0.03059003199572176,hippocampus
AD,-0.04642785429250757,hippocampus
AD,-0.039112889922271514,hippocampus
AD,-0.011955724633927373,hippocampus
AD,0.0030413671458749464,hippocampus
AD,0.04619904483109908,hippocampus
AD,-0.005256002374853,hippocampus
AD,0.03699903970848185,hippocampus
AD,0.02120517536690087,hippocampus
AD,0.022943195451506925,hippocampus
AD,0.0512034783410426,hippocampus
AD,0.020227784221173693,hippocampus
AD,-0.013968237528556944,hippocampus
AD,0.012571428879810526,hippocampus
AD,0.007310005549927957,hippocampus
AD,0.009949609994447613,hippocampus
AD,-0.038297534434364525,hippocampus
AD,-0.005576888491041959,hippocampus
AD,-0.022131195133338426,hippocampus
AD,-0.019846179720379324,hippocampus
AD,-0.031344919774581065,hippocampus
AD,-0.0006135189187673935,hippocampus
AD,0.04532472056037937,hippocampus
AD,-0.009847231077808064,hippocampus
AD,0.011095178473879527,hippocampus
AD,0.04255393516421058,hippocampus
AD,-0.012787402132632218,hippocampus
AD,0.03926406662693207,hippocampus
AD,0.03353428755646368,hippocampus
AD,-0.04171003802105,hippocampus
AD,-0.034555601719861107,hippocampus
AD,0.01166980902562214,hippocampus
AD,0.02329231961957954,hippocampus
AD,0.040153502096476,hippocampus
AD,-0.020418792477817214,hippocampus
AD,-0.0010074642093138905,hippocampus
AD,0.053811667020025655,hippocampus
AD,0.030658756879990916,hippocampus
AD,-0.0034324648391180637,hippocampus
AD,0.07458805655579294,hippocampus
AD,0.04182080397808261,hippocampus
AD,0.017102984898005925,hippocampus
AD,0.009874236683694235,hippocampus
AD,0.05026612605379881,hippocampus
AD,0.030432298522286707,hippocampus
AD,0.009728386973179043,hippocampus
AD,0.01901124241970746,hippocampus
AD,0.0136655416942944,hippocampus
AD,-0.000929915863365155,hippocampus
AD,-0.008296654211022575,hippocampus
AD,-0.006742559582973506,hippocampus
AD,0.030665631760172007,hippocampus
AD,-0.010715351721099229,hippocampus
AD,0.007654217898721407,hippocampus
AD,0.008012339438017962,hippocampus
AD,0.014055329549104214,hippocampus
AD,-0.0002397749878826562,hippocampus
AD,0.04262361946568706,hippocampus
AD,0.026739432682387494,hippocampus
AD,-0.010965384250108661,hippocampus
AD,-0.009291538294290603,hippocampus
AD,0.0018355905290931528,hippocampus
AD,0.05054945591206948,hippocampus
AD,0.02082489741889037,hippocampus
AD,0.03425684834100366,hippocampus
AD,-0.013267400265886537,hippocampus
AD,0.05433015172691195,hippocampus
AD,0.06552437498717467,hippocampus
AD,0.04550421830400995,hippocampus
AD,-0.027837962502566666,hippocampus
AD,0.0016002907507508234,hippocampus
AD,0.010368785974449245,hippocampus
AD,0.032856040884570704,hippocampus
AD,0.0370172855415772,hippocampus
AD,0.015513768837014103,hippocampus
AD,0.020669853579120396,hippocampus
AD,0.011992495814395814,hippocampus
AD,0.02307733784011587,hippocampus
AD,0.03625940072751109,hippocampus
AD,0.02015965378914286,hippocampus
AD,-0.023506103629043866,hippocampus
AD,0.020123437719483998,hippocampus
AD,0.03394108795140772,hippocampus
AD,0.030540305271694736,hippocampus
AD,0.026012604912617966,hippocampus
AD,0.01292459753437012,hippocampus
AD,0.011903983955438749,hippocampus
AD,0.04826886485032196,hippocampus
AD,-0.0042439151604249485,hippocampus
AD,0.049178848423478375,hippocampus
AD,0.015657012212246454,hippocampus
AD,0.05358685438179904,hippocampus
AD,0.057580101537514125,hippocampus
AD,-0.027006846381924444,hippocampus
AD,0.01690744388888559,hippocampus
AD,-0.012603333952821684,hippocampus
AD,0.04180430691300596,hippocampus
AD,0.015611654139471494,hippocampus
AD,0.05529999314546466,hippocampus
AD,0.0014076770892911701,hippocampus
AD,0.028514755838693926,hippocampus
AD,0.029843338590122816,hippocampus
AD,0.02094848400335371,hippocampus
AD,0.0845890406937751,hippocampus
AD,-0.014998570408388246,hippocampus
AD,0.039698796494544615,hippocampus
AD,0.0029042725039115963,hippocampus
AD,0.014027824759659361,hippocampus
AD,0.02465321479372807,hippocampus
AD,0.01668600800862212,hippocampus
AD,-0.002851883731006065,hippocampus
AD,0.013789501496421618,hippocampus
AD,0.03299903020979776,hippocampus
AD,0.0013665793562002751,hippocampus
AD,0.011629061646742739,hippocampus
AD,0.041456374652022634,hippocampus
AD,-0.0009133760949547169,hippocampus
AD,0.028346452359966537,hippocampus
AD,-0.00432032697481107,hippocampus
AD,-0.010375448254025421,hippocampus
AD,0.03232487612075028,hippocampus
AD,0.002858299701108187,hippocampus
AD,0.02947311227241138,hippocampus
AD,0.03897217995758202,hippocampus
AD,0.055728096968870794,hippocampus
AD,0.028069148466363665,hippocampus
AD,-0.009466928108345504,hippocampus
AD,0.07375172001027161,hippocampus
AD,-0.017555377117586108,hippocampus
AD,0.00907744895942732,hippocampus
AD,-0.009315434256032071,hippocampus
AD,0.0019112418977268756,hippocampus
AD,0.07418142600330123,hippocampus
AD,0.05290041359083587,hippocampus
AD,-0.017967132989824053,hippocampus
AD,0.03289740988091618,hippocampus
AD,-0.012008262894255372,hippocampus
AD,0.013675288598607085,hippocampus
AD,0.046580590268665,hippocampus
AD,0.014107921926255719,hippocampus
AD,0.004892409059147093,hippocampus
AD,0.0062415002480276675,hippocampus
AD,-0.010056427276042714,hippocampus
AD,-0.00030623192723324127,hippocampus
AD,0.0038848962860379456,hippocampus
AD,0.05038110496412054,hippocampus
AD,-0.014413451373276348,hippocampus
AD,-0.0023119101776881154,hippocampus
AD,0.06007692202141572,hippocampus
AD,0.007588731490077667,hippocampus
AD,0.01895955318094202,hippocampus
AD,0.025786681677945605,hippocampus
AD,0.004253866723246451,hippocampus
AD,0.04761015123552318,hippocampus
AD,0.05708412442689781,hippocampus
AD,0.0637279653829301,hippocampus
AD,-0.001142631908513652,hippocampus
AD,0.00919613014615418,hippocampus
AD,0.04707768752573988,hippocampus
AD,0.0007431807891555777,hippocampus
AD,-0.01739446610493892,hippocampus
AD,0.030077863657891862,hippocampus
AD,0.037681474501738504,hippocampus
AD,0.02511017214863029,hippocampus
AD,-0.008921870946224285,hippocampus
AD,-0.02579117322519859,hippocampus
AD,0.0034982814956564428,hippocampus
AD,0.0012898558524989633,hippocampus
AD,0.005060255314854169,hippocampus
AD,0.050068123226058234,hippocampus
AD,0.02466936684182414,hippocampus
AD,0.012656295760073747,hippocampus
AD,0.05077999064349237,hippocampus
AD,0.009483251918225192,hippocampus
AD,0.007065858785395533,hippocampus
AD,-0.019425173564563688,hippocampus
AD,0.04091559975805042,hippocampus
AD,-0.00919582430879191,hippocampus
AD,0.02957777751140355,hippocampus
AD,-0.018715593173982675,hippocampus
AD,0.0014313977167187157,hippocampus
AD,0.03752663141217269,hippocampus
AD,0.016899140785627903,hippocampus
AD,0.020951831505928883,hippocampus
AD,0.00997657822200939,hippocampus
AD,0.009015644615486247,hippocampus
AD,-0.019739404786934957,hippocampus
AD,-0.010161201707867886,hippocampus
AD,0.030575001090775784,hippocampus
AD,0.09284546946735736,hippocampus
AD,0.008496131587128178,hippocampus
AD,0.019117841491899695,hippocampus
AD,0.01276518849945962,hippocampus
AD,0.10556957047541997,hippocampus
AD,-0.022802340721926023,hippocampus
AD,0.0004290183238394732,hippocampus
AD,0.005219575540942692,hippocampus
AD,0.009907980611190054,hippocampus
AD,0.040276014148469215,hippocampus
AD,0.05498606767119418,hippocampus
AD,0.018821407314764158,hippocampus
AD,0.021660550641870252,hippocampus
AD,-0.021281902214630728,hippocampus
AD,0.015562041894626904,hippocampus
AD,0.0448084777086461,hippocampus
AD,0.013481996255618576,amygdala
AD,0.0037557133851273137,amygdala
AD,0.0017829028007946951,amygdala
AD,0.022459898600953532,amygdala
AD,0.010978876604985695,amygdala
AD,0.009724975372047345,amygdala
AD,0.030754572760779288,amygdala
