             NC                         MCI                        DE                         ADD                        nADD                       ADD|DE                     nADD|DE                    macro-3ways                macro-4ways
-----------  -------------------------  -------------------------  -------------------------  -------------------------  -------------------------  -------------------------  -------------------------  -------------------------  -------------------------
Accuracy     0.878±0.017 [0.871-0.885]  0.634±0.045 [0.615-0.653]  0.724±0.050 [0.703-0.745]  0.814±0.014 [0.808-0.820]  0.762±0.010 [0.758-0.766]  0.688±0.097 [0.647-0.729]  0.688±0.097 [0.647-0.729]  0.618±0.042 [0.600-0.636]  0.544±0.022 [0.534-0.554]
F-1          0.804±0.023 [0.795-0.814]  0.441±0.027 [0.430-0.453]  0.612±0.098 [0.571-0.654]  0.556±0.040 [0.538-0.573]  0.193±0.133 [0.137-0.250]  0.740±0.046 [0.721-0.760]  0.559±0.284 [0.438-0.679]  0.619±0.034 [0.605-0.634]  0.499±0.037 [0.483-0.514]
Sensitivity  1.000±0.000 [1.000-1.000]  0.576±0.054 [0.553-0.599]  0.448±0.100 [0.405-0.491]  0.472±0.089 [0.434-0.510]  0.128±0.099 [0.086-0.170]  0.872±0.111 [0.825-0.919]  0.504±0.271 [0.389-0.619]  0.675±0.024 [0.664-0.685]  0.544±0.022 [0.534-0.554]
Specificity  0.837±0.023 [0.828-0.847]  0.653±0.071 [0.623-0.683]  1.000±0.000 [1.000-1.000]  0.928±0.040 [0.911-0.945]  0.973±0.025 [0.963-0.984]  0.504±0.271 [0.389-0.619]  0.872±0.111 [0.825-0.919]  0.830±0.019 [0.822-0.838]  0.848±0.007 [0.845-0.851]
MCC          0.751±0.028 [0.739-0.763]  0.205±0.049 [0.184-0.226]  0.537±0.078 [0.503-0.570]  0.466±0.038 [0.450-0.482]  0.181±0.107 [0.135-0.226]  0.396±0.204 [0.309-0.483]  0.396±0.204 [0.309-0.483]  0.497±0.035 [0.483-0.512]  0.401±0.031 [0.387-0.414]
